OriginalQuery,RewrittenQuery,Type
Consider the Non-Disclosure Agreement between DoiT and ICN; Does the document indicate that the Agreement does not grant the Receiving Party any rights to the Confidential Information?,,Verbose
Consider the Non-Disclosure Agreement between DoiT and ICN; Does the document state that Confidential Information shall only include technical information?,"""What are the core contractual responsibilities of",Verbose
Consider the Non-Disclosure Agreement between DoiT and ICN; Does the document mention that some obligations of the Agreement may survive the termination of the Agreement?,"""What contractual obligations under the Non-Disclosure Agreement between DoiT and ICN remain enforceable following termination, including any clauses that are explicitly stated to continue in effect, implicitly assumed to persist, or subject to specified conditions that determine their survival?""",Verbose
Consider the Non-Disclosure Agreement between DoiT and ICN; Does the document allow the Receiving Party to independently develop information that is similar to the Confidential Information?,"""In the Non-Disclosure Agreement between DoiT and ICN, what stipulations regarding the Receiving Party's obligations pertain to the development of information similar to Confidential Information, including any prohibitions on independent creation, use of such information as a reference, or any other provisions that govern the Receiving Party's conduct in relation to Confidential Information that is analogous or comparable in nature?""  Original",Verbose
"Consider the Non-Disclosure Agreement between DoiT and ICN; Does the document allow the Receiving Party to share some Confidential Information with third parties, including consultants, agents, and professional advisors?","""What exceptions or permissible disclosures, if any, are explicitly stated in the Non-Disclosure Agreement between DoiT and ICN regarding the Receiving Party's ability to share Confidential Information with third-party entities such as consultants, agents, or professional advisors, and under what conditions or limitations might such disclosures be allowed?""",Verbose
Consider the Non-Disclosure Agreement between DoiT and ICN; Does the document allow the Receiving Party to acquire information similar to the Confidential Information from a third party?,"""What provisions in the Non-Disclosure Agreement between DoiT and ICN pertain to the Receiving Party's acquisition of information from third-party sources that could be analogous or comparable to the Confidential Information, including any restrictions, limitations, or exceptions that might apply to such acquisitions or the use of such information?""  ""What does the Non-Disclosure Agreement between DoiT and ICN stip",Verbose
Consider the Non-Disclosure Agreement between DoiT and ICN; Does the document allow the Receiving Party to share some Confidential Information with their employees?,"""What exceptions, if any, to the confidentiality obligations are stipulated in the Non-Disclosure Agreement between DoiT and ICN, particularly with regard to disclosure to employees of the Receiving Party, and what specific types of Confidential Information, if any, are permitted to be shared under these exceptions?""",Verbose
Consider the Non-Disclosure Agreement between DoiT and ICN; Does the document restrict the use of Confidential Information to the purposes stated in the Agreement?,"""What limitations and restrictions are placed on the use of Confidential Information by DoiT and ICN under the Non-Disclosure Agreement, in relation to the specified purposes and scope, including any permitted uses, exceptions, or deviations from these restrictions, and what consequences or penalties may arise from unauthorized use or disclosure of such information?""",Verbose
Consider EFCA's Non-Disclosure Agreement; Does the document indicate that the Agreement does not grant the Receiving Party any rights to the Confidential Information?,"""What rights, if any, does the Non-Disclosure Agreement between EFCA and the Receiving Party grant or withhold regarding Confidential Information, particularly concerning ownership, usage, reproduction, distribution, or modification?""",Verbose
Consider EFCA's Non-Disclosure Agreement; Does the document include a clause that prevents the Receiving Party from disclosing the fact that the Agreement was agreed upon or negotiated?,"""What confidentiality restrictions are imposed on the Receiving Party under the Non-Disclosure Agreement by EFCA, specifically regarding the nondisclosure of the Agreement's existence, negotiation details, or any related communications, and what are the consequences for breaching these confidentiality obligations?""",Verbose
Consider EFCA's Non-Disclosure Agreement; Does the document state that Confidential Information shall only include technical information?,"""What types of information are classified as Confidential Information under the terms of EFCA's Non-Disclosure Agreement, with specific emphasis on the scope and limitations of this classification, including any technical, non-technical, or other categories of information that fall under this designation?""",Verbose
Consider EFCA's Non-Disclosure Agreement; Does the document mention that some obligations of the Agreement may survive the termination of the Agreement?,"""What confidentiality obligations,",Verbose
Consider EFCA's Non-Disclosure Agreement; Does the document allow the Receiving Party to independently develop information that is similar to the Confidential Information?,"""Under what conditions, if any, does the Non-Disclosure Agreement (as outlined in EFCA's document) permit the Receiving Party to independently create or develop information that is similar in nature or function to the Confidential Information, potentially exempting such activity from the scope of confidentiality protections?""  ""What provisions within the Non-Disclosure Agreement (EFCA's document) address the Receiving",Verbose
Consider EFCA's Non-Disclosure Agreement; Does the document permit the Receiving Party to retain some Confidential Information even after its return or destruction?,"""What retention provisions, if any",Verbose
"Consider EFCA's Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with third parties, including consultants, agents, and professional advisors?","""Under the terms of the Non-Disclosure Agreement, as outlined in EFCA's document, what permissions or restrictions exist for the Receiving Party to disclose, disseminate, or otherwise share Confidential Information with external parties, including but not limited to consultants, agents, professional advisors, contractors, or any other third-party entities, and what specific conditions or limitations apply to such disclosures?""",Verbose
Consider EFCA's Non-Disclosure Agreement; Does the document permit the Receiving Party to create a copy of some Confidential Information under certain circumstances?,"""In the Non-Disclosure Agreement under EFCA, what are the specific conditions under which the Receiving Party is authorized to reproduce or create a copy of Confidential Information, including any applicable limitations, exceptions, or restrictions on such reproduction or copying, and what types of Confidential Information are subject to such reproduction or copying?""?",Verbose
"Consider EFCA's Non-Disclosure Agreement; Does the document require the Receiving Party to notify the Disclosing Party if they are required by law, regulation, or judicial process to disclose any Confidential Information?","""What legal obligations or circumstances necessitate notification to the Disclosing Party under EFCA's Non-Disclosure Agreement, including instances of legal compulsion, regulatory requirements, judicial orders, and any exceptions or limitations on these notification obligations?""?",Verbose
Consider EFCA's Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with their employees?,"""What are the parameters for sharing Confidential Information under the Non-Disclosure Agreement, specifically in relation to the Receiving Party's employees, including the scope of information that can be shared, the necessity for employee confidentiality agreements, and any exceptions or restrictions on disclosure to employees?""?",Verbose
Consider EFCA's Non-Disclosure Agreement; Does the document restrict the use of Confidential Information to the purposes stated in the Agreement?,,Verbose
Consider Eskom's Confidentiality and Non-Disclosure Agreement; Does the document indicate that the Agreement does not grant the Receiving Party any rights to the Confidential Information?,"""In Eskom's Confidentiality and Non-Disclosure Agreement, what rights, if any, does the document explicitly grant to the Receiving Party with regard to the Confidential Information, and what does the Agreement state regarding the scope of these rights?""",Verbose
Consider Eskom's Confidentiality and Non-Disclosure Agreement; Does the document include a clause that prevents the Receiving Party from disclosing the fact that the Agreement was agreed upon or negotiated?,"""In the Confidentiality and Non-Disclosure Agreement executed by Eskom, what provisions are in place to restrict the Receiving Party's ability to disclose, either directly or indirectly, the mere existence, negotiation, or terms of the Agreement, and what are the consequences of any such disclosure?""",Verbose
Consider Eskom's Confidentiality and Non-Disclosure Agreement; Does the document state that Confidential Information shall only include technical information?,"""What specific categories of information are classified as Confidential Information under the terms of Eskom's Confidentiality and Non-Disclosure Agreement, and what criteria define the scope of these categories, particularly with respect to the exclusion or inclusion of non-technical information?""",Verbose
Consider Eskom's Confidentiality and Non-Disclosure Agreement; Does the document require that all Confidential Information be expressly identified by the Disclosing Party?,"""What Confidential Information categories must be explicitly designated by the Disclosing Party in Eskom's Confidentiality and Non-Disclosure Agreement, and what implications or consequences arise from the failure to do so, considering the obligations and responsibilities outlined in the agreement?""",Verbose
Consider Eskom's Confidentiality and Non-Disclosure Agreement; Does the document mention that some obligations of the Agreement may survive the termination of the Agreement?,"""In the Confidentiality and Non-Disclosure Agreement between Eskom and another party, what provisions address the continuity of obligations after the Agreement's termination, including any clauses that explicitly state which obligations persist beyond the Agreement's end date, and what are the implications of such continuity on future relationships or potential new agreements between the parties?""?",Verbose
Consider Eskom's Confidentiality and Non-Disclosure Agreement; Does the document allow the Receiving Party to independently develop information that is similar to the Confidential Information?,"""What are the Receiving Party's rights and obligations in Eskom's Confidentiality and Non-Disclosure Agreement regarding the development of information that is similar to the Confidential Information, without infringing on the Disclosing Party's proprietary rights or breaching the agreement's confidentiality terms?""?",Verbose
Consider Eskom's Confidentiality and Non-Disclosure Agreement; Does the document permit the Receiving Party to retain some Confidential Information even after its return or destruction?,"""Under the terms of Eskom's Confidentiality and Non-Disclosure Agreement, are there any provisions that allow the Receiving Party to retain and utilize Confidential Information post-return or destruction, including any specific conditions, timeframes, or categories of information that may be subject to such retention?""",Verbose
Consider Eskom's Confidentiality and Non-Disclosure Agreement; Does the document allow verbally conveyed information to be considered as Confidential Information?,"""Under the terms of Eskom's Confidentiality and Non-Disclosure Agreement, what constitutes Confidential Information, including the criteria for determining the confidential nature of information, whether verbal communication of such information is considered confidential, and any specific conditions or exceptions that might affect this classification, such as prior public disclosure, consent, or exemptions under applicable laws?""",Verbose
"Consider Eskom's Confidentiality and Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with third parties, including consultants, agents, and professional advisors?","""What types of third-party disclosures are permissible under the Confidentiality and Non-Disclosure Agreement executed by Eskom, specifically in relation to the sharing of Confidential Information with consultants, agents, professional advisors, and other external parties, and what, if any, conditions or limitations apply to such disclosures?""?",Verbose
"Consider Eskom's Confidentiality and Non-Disclosure Agreement; Does the document require the Receiving Party to notify the Disclosing Party if they are required by law, regulation, or judicial process to disclose any Confidential Information?","""Under what circumstances is the Receiving Party under obligation to disclose Confidential Information under the Eskom Confidentiality and Non-Disclosure Agreement, particularly when confronted with legal, regulatory, or judicial mandates that necessitate the disclosure of such information, and what is the Receiving Party's corresponding notification duty towards the Disclosing Party in such instances?""  ""In the Eskom Confidentiality and Non-Disc",Verbose
Consider Eskom's Confidentiality and Non-Disclosure Agreement; Does the document allow the Receiving Party to acquire information similar to the Confidential Information from a third party?,"""What exemptions or exceptions, if any, are specified in Eskom's Confidentiality and Non-Disclosure Agreement regarding the Receiving Party's ability to acquire or access information that is substantially similar to the Confidential Information from a third party, and what are the implications of such acquisitions on the obligations of confidentiality and non-disclosure?""?",Verbose
Consider Eskom's Confidentiality and Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with their employees?,"""What are the specific disclosure rules for Confidential Information within the Confidentiality and Non-Disclosure Agreement entered into by Eskom, particularly with regard to the Receiving Party's ability to share such information with their employees, including any exceptions or conditions that may apply?""?",Verbose
Consider Eskom's Confidentiality and Non-Disclosure Agreement; Does the document restrict the use of Confidential Information to the purposes stated in the Agreement?,"""What restrictions on the use of Confidential Information are imposed by Eskom's Confidentiality and Non-Disclosure Agreement, in relation to the purposes for which the Confidential Information can be employed, and what exceptions or variations might apply to these restrictions?""",Verbose
Consider Epsteen's Non-Disclosure Agreement; Does the document specify whether the Receiving Party is required to destroy or return Confidential Information upon the termination of the Agreement?,"""What are the obligations of the Receiving Party regarding the disposal of Confidential Information as outlined in Epsteen's Non-Disclosure Agreement, particularly in the event of Agreement termination, and what specific actions are they required to take with regards to destruction or return of such information?""  ""What actions are the Receiving Party mandated to undertake with respect to Confidential Information at the time of Agreement termination, as",Verbose
Consider Epsteen's Non-Disclosure Agreement; Does the document state that Confidential Information shall only include technical information?,"""In Epsteen's Non-Disclosure Agreement, what categories or types of information are explicitly defined as Confidential Information, particularly with respect to the inclusion of technical data, specifications, processes, or trade secrets, and are there any stipulations or exclusions for what constitutes Confidential Information in this agreement?""",Verbose
Consider Epsteen's Non-Disclosure Agreement; Does the document include a clause that prohibits the Receiving Party from soliciting some of the Disclosing Party's representatives?,"""In the Non-Disclosure Agreement signed between Epsteen and the Receiving Party, what prohibitions or restrictions are placed on the Receiving Party's interactions with the Disclosing Party's personnel, including recruitment, solicitation, or hiring of these representatives, and what are the implications or consequences of violating these prohibitions?""?",Verbose
"Consider Epsteen's Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with third parties, including consultants, agents, and professional advisors?","""In the context of Epsteen's Non-Disclosure Agreement, what exceptions or allowances are made for the disclosure of Confidential Information to third parties, such as consultants, agents, professional advisors, or other external parties, including the scope of such disclosure, any necessary approvals, and the level of confidentiality expected from these third parties?""",Verbose
Consider Epsteen's Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with their employees?,"""What exceptions, if any, to the Confidentiality Obligations outlined in Epsteen's Non-Disclosure Agreement permit the Receiving Party to disclose Confidential Information to their employees, and under what conditions, including but not limited to, necessity, consent, or contractual requirements?""",Verbose
Consider Epsteen's Non-Disclosure Agreement; Does the document restrict the use of Confidential Information to the purposes stated in the Agreement?,,Verbose
Consider Evelozcity's Non-Disclosure Agreement; Does the document indicate that the Agreement does not grant the Receiving Party any rights to the Confidential Information?,"""What rights, if any, does the Non-Disclosure Agreement between Evelozcity and the Receiving Party explicitly convey or deny regarding the Confidential Information, including access, usage, distribution, or any other form of exploitation or utilization?""",Verbose
Consider Evelozcity's Non-Disclosure Agreement; Does the document state that Confidential Information shall only include technical information?,,Verbose
Consider Evelozcity's Non-Disclosure Agreement; Does the document require that all Confidential Information be expressly identified by the Disclosing Party?,"""Within Evelozcity's Non-Disclosure Agreement, what are the obligations and protocols for identifying and handling Confidential Information, specifically concerning the requirement for the Disclosing Party to expressly designate or label such information for protection?""",Verbose
Consider Evelozcity's Non-Disclosure Agreement; Does the document mention that some obligations of the Agreement may survive the termination of the Agreement?,"""What post-termination obligations, if any, are explicitly mentioned in the Non-Disclosure Agreement as continuing beyond the termination of the Agreement, and what are the implications of such continued obligations for the parties involved?""",Verbose
Consider Evelozcity's Non-Disclosure Agreement; Does the document allow the Receiving Party to independently develop information that is similar to the Confidential Information?,"""What provisions in Evelozcity's Non-Disclosure Agreement permit or restrict the Receiving Party from developing, creating, or independently producing information that is substantially similar to or competes with Evelozcity's Confidential Information, and what are the implications or consequences for such actions?""",Verbose
Consider Evelozcity's Non-Disclosure Agreement; Does the document allow verbally conveyed information to be considered as Confidential Information?,"""What types of information are designated as Confidential Information under Evelozcity's Non-Disclosure Agreement, including the scope of confidentiality for information disclosed verbally versus in written form, and whether the agreement explicitly includes or excludes oral communications as part of its confidentiality provisions?""?",Verbose
"Consider Evelozcity's Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with third parties, including consultants, agents, and professional advisors?","""Under what conditions, if any, can the Receiving Party, as defined in Evelozcity's Non-Disclosure Agreement, disclose Confidential Information to external third parties, encompassing consultants, agents, and professional advisors, and what are the stipulated limitations, restrictions, or requirements associated with such disclosures?""",Verbose
"Consider Evelozcity's Non-Disclosure Agreement; Does the document require the Receiving Party to notify the Disclosing Party if they are required by law, regulation, or judicial process to disclose any Confidential Information?","""What obligations, if any, does the Receiving Party have under Evelozcity's Non-Disclosure Agreement to inform the Disclosing Party about potential legal disclosures of Confidential Information, including compliance with laws, regulations, court orders, or other governmental demands, and what specific actions or timelines are mandated for such notifications?""",Verbose
Consider Evelozcity's Non-Disclosure Agreement; Does the document allow the Receiving Party to acquire information similar to the Confidential Information from a third party?,"""What provisions in the Non-Disclosure Agreement signed by Evelozcity permit or restrict the Receiving Party from accessing or acquiring information that is substantially similar to the Confidential Information from external sources, including third parties, and under what conditions would such access be permitted or denied?""",Verbose
Consider Evelozcity's Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with their employees?,"""What payment terms are outlined in the agreement between Evel",Verbose
Consider Evelozcity's Non-Disclosure Agreement; Does the document restrict the use of Confidential Information to the purposes stated in the Agreement?,"""In the context of Evelozcity's Non-Disclosure Agreement, what are the stipulated parameters governing the utilization of Confidential Information, focusing particularly on its designated use, dissemination, and",Verbose
Consider Excelerate's Non-Disclosure Agreement; Does the document specify whether the Receiving Party is required to destroy or return Confidential Information upon the termination of the Agreement?,"""Under the termination provisions",Verbose
Consider Excelerate's Non-Disclosure Agreement; Does the document indicate that the Agreement does not grant the Receiving Party any rights to the Confidential Information?,"""In Excelerate's Non-Disclosure Agreement, what rights, if any, are explicitly or implicitly granted to the Receiving Party in relation to the Confidential Information, and are these rights restricted by any limitations, conditions, or exceptions outlined in the Agreement?""",Verbose
Consider Excelerate's Non-Disclosure Agreement; Does the document state that Confidential Information shall only include technical information?,"""What types of information, as defined in the Confidential Information section of Excelerate's Non-Disclosure Agreement, are explicitly designated as being subject to confidentiality, and are there any specified exclusions or limitations on the types of information that qualify as Confidential Information, particularly in relation to non-technical data or information?""",Verbose
Consider Excelerate's Non-Disclosure Agreement; Does the document require that all Confidential Information be expressly identified by the Disclosing Party?,"""In Excelerate's Non-Disclosure Agreement, what specific requirements are stipulated for the identification and designation of Confidential Information by the Disclosing Party, including any mandatory disclosure protocols, format guidelines, or documentation standards that must be followed to ensure the confidentiality and protection of such information?""",Verbose
Consider Excelerate's Non-Disclosure Agreement; Does the document mention that some obligations of the Agreement may survive the termination of the Agreement?,"""Are there any surviving obligations in Excelerate's Non-Disclosure Agreement that remain in effect following the Agreement's termination, and if",Verbose
Consider Excelerate's Non-Disclosure Agreement; Does the document allow the Receiving Party to independently develop information that is similar to the Confidential Information?,"""What provisions in the Non-Disclosure Agreement signed by Excelerate permit or restrict the Receiving Party's ability to independently develop, create, or produce information that is substantially similar to or competitive with the Confidential Information, and what are the implications or consequences of such development or creation?""",Verbose
Consider Excelerate's Non-Disclosure Agreement; Does the document permit the Receiving Party to retain some Confidential Information even after its return or destruction?,"""In Excelerate's Non-Disclosure Agreement, what provisions govern the retention of Confidential Information by the Receiving Party post-return or destruction of confidential materials, including any permissible retention periods, types of information allowed, and conditions for such retention?""  ""What are the conditions under which the Receiving Party in Excelerate's Non-Disclosure Agreement may retain Confidential Information after the return or destruction of",Verbose
Consider Excelerate's Non-Disclosure Agreement; Does the document allow verbally conveyed information to be considered as Confidential Information?,"""In the context of Excelerate's Non-Disclosure Agreement, what constitutes Confidential Information, and specifically, does the document explicitly recognize or exclude verbally communicated information as part of its definition of Confidential Information, and if so, under what conditions or limitations is this verbal information protected or treated similarly to written or documented information?""  ""Does the Confidential Information definition in Excelerate's Non-Disclosure Agreement",Verbose
"Consider Excelerate's Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with third parties, including consultants, agents, and professional advisors?",,Verbose
Consider Excelerate's Non-Disclosure Agreement; Does the document permit the Receiving Party to create a copy of some Confidential Information under certain circumstances?,"""What are the",Verbose
"Consider Excelerate's Non-Disclosure Agreement; Does the document require the Receiving Party to notify the Disclosing Party if they are required by law, regulation, or judicial process to disclose any Confidential Information?","""What obligations regarding confidentiality breach notifications to the Disclosing Party are stipulated in the Non-Disclosure Agreement, specifically in scenarios where the Receiving Party is compelled by law, regulation, or judicial process to disclose Confidential Information?""?",Verbose
Consider Excelerate's Non-Disclosure Agreement; Does the document allow the Receiving Party to acquire information similar to the Confidential Information from a third party?,"""What provisions in Excelerate's Non-Disclosure Agreement permit or restrict the Receiving Party from acquiring, directly or indirectly, information that is substantially similar in nature, scope, or purpose to the Confidential Information from any third-party source, including but not limited to, competitors, vendors, or public records, and what are the consequences for any such acquisition or disclosure?""",Verbose
Consider Excelerate's Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with their employees?,"""Under what conditions, if any, does the Non-Disclosure Agreement permit the Receiving Party to disclose Confidential Information to their employees, and what are the stipulated limitations, restrictions, or requirements for such disclosure?""",Verbose
Consider Excelerate's Non-Disclosure Agreement; Does the document restrict the use of Confidential Information to the purposes stated in the Agreement?,"""What restrictions on the use of Confidential Information are specified in Excelerate's Non-Disclosure Agreement, particularly in relation to the stipulated purposes, permissible uses, and any exceptions that may allow for alternative uses of the Confidential Information?""",Verbose
Consider FNHA's Non-Disclosure Agreement; Does the document specify whether the Receiving Party is required to destroy or return Confidential Information upon the termination of the Agreement?,"""What obligations are imposed upon the Receiving Party in FNHA's Non-Disclosure Agreement regarding the handling of Confidential Information upon termination of the Agreement, including any explicit requirements for destruction, return, or retention of such information?""  ""What are the Receiving Party's post-termination obligations regarding Confidential Information under FNHA's Non-Disclosure Agreement, and do these obligations involve destruction, return",Verbose
Consider FNHA's Non-Disclosure Agreement; Does the document indicate that the Agreement does not grant the Receiving Party any rights to the Confidential Information?,"""What specific rights or permissions, if any, are granted to the Receiving Party in the Non-Disclosure Agreement, and more particularly, what is the scope and extent of these rights in relation to the Confidential Information, as per FNHA's Agreement?""?",Verbose
Consider FNHA's Non-Disclosure Agreement; Does the document include a clause that prevents the Receiving Party from disclosing the fact that the Agreement was agreed upon or negotiated?,"""What confidentiality obligations, specifically pertaining to the disclosure of agreement existence, negotiation terms, or the fact of agreement, are imposed upon the Receiving Party in FNHA's Non-Disclosure Agreement?""",Verbose
Consider FNHA's Non-Disclosure Agreement; Does the document require that all Confidential Information be expressly identified by the Disclosing Party?,"""What specific procedures and protocols are outlined in FNHA's Non-Disclosure Agreement for the identification and handling of Confidential Information, particularly regarding the express designation and classification of such information by the Disclosing Party, and what implications arise from any omissions or inadequacies in this identification process?""?",Verbose
Consider FNHA's Non-Disclosure Agreement; Does the document allow verbally conveyed information to be considered as Confidential Information?,"""What scope of information is defined as Confidential Information in FNHA's Non-Disclosure Agreement, including whether verbal communications are encompassed within this definition, and if so, what specific circumstances or conditions would necessitate the consideration of such verbal information as confidential, thereby triggering any relevant obligations or restrictions on its disclosure or use?""",Verbose
"Consider FNHA's Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with third parties, including consultants, agents, and professional advisors?","""In FNHA's Non-Disclosure Agreement, what are the permitted disclosure scenarios for the Receiving Party, encompassing the sharing of Confidential Information with external third parties such as consultants, agents, and professional advisors, including any conditions, restrictions, or necessary approvals that must be met before such disclosures can occur?""",Verbose
Consider FNHA's Non-Disclosure Agreement; Does the document permit the Receiving Party to create a copy of some Confidential Information under certain circumstances?,"""What specific provisions of the Non-Disclosure Agreement executed by FNHA address the Receiving Party's right to create a copy of Confidential Information, including any exceptions, limitations, or conditions that apply to such copying, and what constitutes permissible use of such copied information under the agreement?""  ""What circumstances, if any, allow the Receiving Party to create a copy of Confidential Information under FNHA",Verbose
Consider FNHA's Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with their employees?,,Verbose
Consider FNHA's Non-Disclosure Agreement; Does the document restrict the use of Confidential Information to the purposes stated in the Agreement?,"""What specific restrictions on the use of Confidential Information are outlined in FNHA's Non-Disclosure Agreement, particularly in relation to the scope of permitted use, any exceptions or allowances for deviation from stated purposes, and the consequences of unauthorized use or disclosure?""?",Verbose
Consider APIC's Confidentiality Agreement; Does the document indicate that the Agreement does not grant the Receiving Party any rights to the Confidential Information?,"""In the Confidentiality Agreement executed by APIC, what rights, if any, are conferred upon the Receiving Party regarding the Confidential Information, and what limitations, if any, are placed on the scope of those rights, specifically with regards to the explicit assertion that the Agreement does not grant the Receiving Party any rights to the Confidential Information?""  ""In what ways, if at all, does",Verbose
Consider APIC's Confidentiality Agreement; Does the document state that Confidential Information shall only include technical information?,"""What is the scope of confidential information specified in APIC's Confidentiality Agreement, particularly in relation to the inclusion or exclusion of technical information, and what implications does this have for the disclosure or use of such information?""  ""In APIC's Confidentiality Agreement, what is the definition of Confidential Information, and how does it relate to technical information, including any exceptions or limitations on this definition?""",Verbose
"Consider APIC's Confidentiality Agreement; Does the document allow the Receiving Party to share some Confidential Information with third parties, including consultants, agents, and professional advisors?","""What are the permitted disclosure scenarios in APIC's Confidentiality Agreement for the Receiving Party to share Confidential Information with external entities, encompassing consultants, agents, professional advisors, and any other third-party stakeholders, under what conditions, and with what level of control or oversight?""",Verbose
Consider APIC's Confidentiality Agreement; Does the document restrict the use of Confidential Information to the purposes stated in the Agreement?,"""What compensation structures, including payment terms and conditions",Verbose
Consider the Non-Disclosure Agreement between Hochschule Furtwangen University and Thesis Participants; Does the document indicate that the Agreement does not grant the Receiving Party any rights to the Confidential Information?,"""In the context of the Non-Disclosure Agreement between Hochschule Furtwangen University and Thesis Participants, what rights or privileges, if any, are explicitly or implicitly afforded to the Receiving Party in relation to the Confidential Information, and are these rights subject to any limitations, restrictions, or exceptions as stated in the Agreement?""",Verbose
Consider the Non-Disclosure Agreement between Hochschule Furtwangen University and Thesis Participants; Does the document state that Confidential Information shall only include technical information?,"""What types of information are specifically categorized as Confidential Information in the Non-Disclosure Agreement between Hochschule Furtwangen University and Thesis Participants, and what criteria or categories are used to differentiate between confidential and non-confidential information?""",Verbose
Consider the Non-Disclosure Agreement between Hochschule Furtwangen University and Thesis Participants; Does the document allow the Receiving Party to independently develop information that is similar to the Confidential Information?,"""What provisions in the Non-Disclosure Agreement between Hochschule Furtwangen University and Thesis Participants permit the Receiving Party to independently develop or create information that is substantially similar to, or may potentially infringe upon, the Confidential Information, without infringing on any confidentiality obligations or restrictions outlined in the document?""",Verbose
"Consider the Non-Disclosure Agreement between Hochschule Furtwangen University and Thesis Participants; Does the document allow the Receiving Party to share some Confidential Information with third parties, including consultants, agents, and professional advisors?","""In the context of the Non-Disclosure Agreement between Hochschule Furtwangen University and Thesis Participants, what exceptions or permissions, if any, permit the Receiving Party to disclose Confidential Information to external entities, such as consultants, agents, or professional advisors, and under what conditions or limitations does this disclosure take place?""",Verbose
Consider the Non-Disclosure Agreement between Hochschule Furtwangen University and Thesis Participants; Does the document allow the Receiving Party to acquire information similar to the Confidential Information from a third party?,"""What provisions in the Non-Disclosure Agreement between Hochschule Furtwangen University and Thesis Participants pertain to the acquisition of information similar to the Confidential Information from external sources, including third-party disclosure, public domain exemptions, and any specific prohibitions or restrictions on acquiring such information?""",Verbose
Consider GreenStorm's Non-Disclosure Agreement; Does the document indicate that the Agreement does not grant the Receiving Party any rights to the Confidential Information?,"""In GreenStorm's Non-Disclosure Agreement, what rights, if any, are explicitly granted to the Receiving Party regarding Confidential Information, including any exceptions, limitations, or conditions that define the scope of these rights, as well as any provisions that may restrict or revoke these rights?""",Verbose
Consider GreenStorm's Non-Disclosure Agreement; Does the document state that Confidential Information shall only include technical information?,,Verbose
Consider GreenStorm's Non-Disclosure Agreement; Does the document require that all Confidential Information be expressly identified by the Disclosing Party?,"""What specific requirements are stipulated in GreenStorm's Non-Disclosure Agreement for the identification of Confidential Information by the Disclosing Party, considering both explicit and implicit designation methods, and what are the consequences for non-compliance with these requirements?""",Verbose
Consider GreenStorm's Non-Disclosure Agreement; Does the document include a clause that prohibits the Receiving Party from soliciting some of the Disclosing Party's representatives?,"""What prohibitions or restrictions are imposed on the Receiving Party in GreenStorm's Non-Disclosure Agreement regarding direct or indirect solicitations of the Disclosing Party's personnel, including but not limited to hiring, recruiting, or offering employment to such representatives, and what are the consequences for violating these restrictions?""",Verbose
"Consider GreenStorm's Non-Disclosure Agreement; Does the document allow the Receiving Party to share some Confidential Information with third parties, including consultants, agents, and professional advisors?","""What, if any, are the permissible exceptions to the non-disclosure obligations in GreenStorm's Non-Disclosure Agreement for the Receiving Party to share Confidential Information with third-party service providers, such as consultants, agents, and professional advisors, under what conditions and with what safeguards or restrictions?""  or  ""Under GreenStorm's Non-Disclosure Agreement, what categories of Confidential Information can",Verbose
Consider Grindrod SA's Non-Disclosure Agreement; Does the document state that Confidential Information shall only include technical information?,"""What categories of information are explicitly designated as Confidential Information within Grindrod SA's Non-Disclosure Agreement, particularly focusing on the scope and exclusivity of technical information in this designation, and any stipulations or clarifications regarding the inclusion or exclusion of other types of information?""",Verbose
Consider Grindrod SA's Non-Disclosure Agreement; Does the document require that all Confidential Information be expressly identified by the Disclosing Party?,"""Within Grindrod SA's Non-Disclosure Agreement, what specific requirements are stipulated for the identification of Confidential Information, and what are the obligations of the Disclosing Party in this regard, including any necessary documentation or notice protocols?""",Verbose
Consider Grindrod SA's Non-Disclosure Agreement; Does the document mention that some obligations of the Agreement may survive the termination of the Agreement?,"""What post-termination obligations, if any, are explicitly stated in the Non-Disclosure Agreement between Grindrod SA and its counterparties, including any clauses specifying that certain duties, restrictions, or prohibitions remain enforceable after the Agreement's termination, and under what conditions these obligations persist?""",Verbose
Consider Grindrod SA's Non-Disclosure Agreement; Does the document allow the Receiving Party to independently develop information that is similar to the Confidential Information?,"""What provisions in Grindrod SA's Non-Disclosure Agreement permit the Receiving Party to independently develop or create information that is similar to the Confidential Information, including any allowances for reverse engineering, independent research, or parallel innovation, and are there any restrictions or obligations that apply to such activities, and under what conditions?""",Verbose
Consider Grindrod SA's Non-Disclosure Agreement; Does the document allow verbally conveyed information to be considered as Confidential Information?,,Verbose
